DB,Phylum,Class,Order,Family,Genus
BOLD,Arthropoda,Insecta,Odonata,Coenagrionidae,Xanthagrion
BOLD,Arthropoda,Insecta,Odonata,Coenagrionidae,Xanthocnemis
BOLD,Arthropoda,Insecta,Odonata,Coenagrionidae,Xiphiagrion
BOLD,Arthropoda,Insecta,Odonata,Cordulegastridae,Anotogaster
BOLD,Arthropoda,Insecta,Odonata,Cordulegastridae,Cordulegaster
MIDORI16S,Arthropoda,Insecta,Odonata,Cordulegastridae,Kalyptogaster
MIDORI16S,Arthropoda,Insecta,Odonata,Cordulegastridae,Neallogaster
MIDORI16S,Arthropoda,Insecta,Odonata,Cordulegastridae,Taeniogaster
MIDORI16S,Arthropoda,Insecta,Odonata,Corduliidae,Aeschnosoma
MIDORI16S,Arthropoda,Insecta,Odonata,Corduliidae,Antipodochlora
MIDORI16S,Arthropoda,Insecta,Odonata,Corduliidae,Archaeophya
MIDORI16S,Arthropoda,Insecta,Odonata,Corduliidae,Austrocordulia
MIDORI16S,Arthropoda,Insecta,Odonata,Corduliidae,Cordulephya
BOLD,Arthropoda,Insecta,Odonata,Corduliidae,Cordulia
BOLD,Arthropoda,Insecta,Odonata,Corduliidae,Dorocordulia
BOLD,Arthropoda,Insecta,Odonata,Corduliidae,Epitheca
MIDORI16S,Arthropoda,Insecta,Odonata,Corduliidae,Gomphomacromia
BOLD,Arthropoda,Insecta,Odonata,Corduliidae,Helocordulia
BOLD,Arthropoda,Insecta,Odonata,Corduliidae,Hemicordulia
MIDORI16S,Arthropoda,Insecta,Odonata,Corduliidae,Hesperocordulia
MIDORI16S,Arthropoda,Insecta,Odonata,Corduliidae,Idomacromia
MIDORI16S,Arthropoda,Insecta,Odonata,Corduliidae,Lathrocordulia
MIDORI16S,Arthropoda,Insecta,Odonata,Corduliidae,Micromidia
BOLD,Arthropoda,Insecta,Odonata,Corduliidae,Neurocordulia
MIDORI16S,Arthropoda,Insecta,Odonata,Corduliidae,Oxygastra
MIDORI16S,Arthropoda,Insecta,Odonata,Corduliidae,Pentathemis
BOLD,Arthropoda,Insecta,Odonata,Corduliidae,Procordulia
MIDORI16S,Arthropoda,Insecta,Odonata,Corduliidae,Pseudocordulia
BOLD,Arthropoda,Insecta,Odonata,Corduliidae,Rialla
BOLD,Arthropoda,Insecta,Odonata,Corduliidae,Somatochlora
MIDORI16S,Arthropoda,Insecta,Odonata,Corduliidae,Tetragoneuria
BOLD,Arthropoda,Insecta,Odonata,Corduliidae,Williamsonia
BOLD,Arthropoda,Insecta,Odonata,Devadattidae,Devadatta
BOLD,Arthropoda,Insecta,Odonata,Dicteriadidae,Heliocharis
MIDORI16S,Arthropoda,Insecta,Odonata,Diphlebiidae,Diphlebia
MIDORI16S,Arthropoda,Insecta,Odonata,Diphlebiidae,Philoganga
MIDORI16S,Arthropoda,Insecta,Odonata,Epiophlebiidae,Epiophlebia
BOLD,Arthropoda,Insecta,Odonata,Euphaeidae,Anisopleura
MIDORI16S,Arthropoda,Insecta,Odonata,Euphaeidae,Bayadera
MIDORI16S,Arthropoda,Insecta,Odonata,Euphaeidae,Cryptophaea
MIDORI16S,Arthropoda,Insecta,Odonata,Euphaeidae,Dysphaea
BOLD,Arthropoda,Insecta,Odonata,Euphaeidae,Euphaea
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Acrogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Anisogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Anormogomphus
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Antipodogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Aphylla
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Archaeogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Arigomphus
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Armagomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Asiagomphus
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Austrogomphus
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Burmagomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Crenigomphus
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Cyanogomphus
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Cyclogomphus
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Davidioides
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Davidius
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Dromogomphus
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Epigomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Erpetogomphus
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Gomphidia
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Gomphoides
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Gomphurus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Gomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Hagenius
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Heliogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Hemigomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Hylogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Ictinogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Isomma
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Lamelligomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Lanthus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Leptogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Lestinogomphus
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Lindenia
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Macrogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Melligomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Merogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Microgomphus
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Neogomphus
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Nihonogomphus
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Nychogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Octogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Onychogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Ophiogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Paragomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Phanogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Phyllocycla
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Phyllogomphoides
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Progomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Shaogomphus
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Sieboldius
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Sinictinogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Sinogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Stenogomphurus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Stylogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Stylurus
MIDORI16S,Arthropoda,Insecta,Odonata,Gomphidae,Tibiagomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Tragogomphus
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Trigomphus
BOLD,Arthropoda,Insecta,Odonata,Heteragrionidae,Heteragrion
MIDORI16S,Arthropoda,Insecta,Odonata,Isostictidae,Isosticta
MIDORI16S,Arthropoda,Insecta,Odonata,Isostictidae,Labidiosticta
MIDORI16S,Arthropoda,Insecta,Odonata,Isostictidae,Neosticta
MIDORI16S,Arthropoda,Insecta,Odonata,Isostictidae,Rhadinosticta
MIDORI16S,Arthropoda,Insecta,Odonata,Isostictidae,Selysioneura
BOLD,Arthropoda,Insecta,Odonata,Lestidae,Archilestes
BOLD,Arthropoda,Insecta,Odonata,Lestidae,Austrolestes
BOLD,Arthropoda,Insecta,Odonata,Lestidae,Chalcolestes
MIDORI16S,Arthropoda,Insecta,Odonata,Lestidae,Indolestes
BOLD,Arthropoda,Insecta,Odonata,Lestidae,Lestes
MIDORI16S,Arthropoda,Insecta,Odonata,Lestidae,Orolestes
BOLD,Arthropoda,Insecta,Odonata,Lestidae,Sympecma
MIDORI16S,Arthropoda,Insecta,Odonata,Lestoideidae,Lestoidea
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Acisoma
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Aethriamanta
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Agrionoptera
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Allorrhizucha
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Boninthemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Brachydiplax
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Brachymesia
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Brachythemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Bradinopyga
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Brechmorhoga
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Cannaphila
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Chalcostephia
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Cratilla
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Crocothemis
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Deielia
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Diastatops
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Diplacodes
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Dythemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Elasmothemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Eleuthemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Erythemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Erythrodiplax
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Hadrothemis
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Hemistigma
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Huonia
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Hydrobasileus
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Idiataphe
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Ladona
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Lathrecista
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Leucorrhinia
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Libellula
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Lyriothemis
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Macrodiplax
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Macrothemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Malgassophlebia
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Miathyria
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Micrathyria
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Micromacromia
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Misagria
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Nannodiplax
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Nannophlebia
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Nannophya
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Nannothemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Neodythemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Nephepeltia
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Nesogonia
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Neurothemis
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Notiothemis
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Onychothemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Orchithemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Orthemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Oxythemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Pachydiplax
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Palpopleura
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Paltothemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Pantala
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Perithemis
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Philonomon
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Plathemis
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Porpacithemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Porpax
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Potamarcha
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Pseudoleon
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Pseudothemis
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Rhodopygia
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Rhodothemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Rhyothemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Scapanea
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Tetrathemis
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Thermorthemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Tholymis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Tramea
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Trithemis
MIDORI16S,Arthropoda,Insecta,Odonata,Libellulidae,Trithetrum
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Tyriobapta
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Uracis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Urothemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Ypirangathemis
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Zenithoptera
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Zygonyx
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Zyxomma
MIDORI16S,Arthropoda,Insecta,Odonata,Macromiidae,Didymops
BOLD,Arthropoda,Insecta,Odonata,Macromiidae,Epophthalmia
BOLD,Arthropoda,Insecta,Odonata,Macromiidae,Macromia
MIDORI16S,Arthropoda,Insecta,Odonata,Macromiidae,Phyllomacromia
BOLD,Arthropoda,Insecta,Odonata,Megapodagrionidae,Amanipodagrion
MIDORI16S,Arthropoda,Insecta,Odonata,Megapodagrionidae,Caledargiolestes
MIDORI16S,Arthropoda,Insecta,Odonata,Megapodagrionidae,Dimeragrion
MIDORI16S,Arthropoda,Insecta,Odonata,Megapodagrionidae,Heteropodagrion
MIDORI16S,Arthropoda,Insecta,Odonata,Megapodagrionidae,Hypolestes
MIDORI16S,Arthropoda,Insecta,Odonata,Megapodagrionidae,Mesopodagrion
MIDORI16S,Arthropoda,Insecta,Odonata,Megapodagrionidae,Paraphlebia
MIDORI16S,Arthropoda,Insecta,Odonata,Megapodagrionidae,Protolestes
MIDORI16S,Arthropoda,Insecta,Odonata,Megapodagrionidae,Rhinagrion
BOLD,Arthropoda,Insecta,Odonata,Megapodagrionidae,Sciotropis
BOLD,Arthropoda,Insecta,Odonata,Megapodagrionidae,Tatocnemis
MIDORI16S,Arthropoda,Insecta,Odonata,Megapodagrionidae,Teinopodagrion
MIDORI16S,Arthropoda,Insecta,Odonata,Megapodagrionidae,Trineuragroin
MIDORI16S,Arthropoda,Insecta,Odonata,Neopetaliidae,Neopetalia
SILVA138,Arthropoda,Insecta,Odonata,Odonata,Odonata
BOLD,Arthropoda,Insecta,Odonata,Pentaphlebiidae,Pentaphlebia
MIDORI16S,Arthropoda,Insecta,Odonata,Perilestidae,Perilestes
BOLD,Arthropoda,Insecta,Odonata,Perilestidae,Perissolestes
BOLD,Arthropoda,Insecta,Odonata,Petaluridae,Petalura
MIDORI16S,Arthropoda,Insecta,Odonata,Petaluridae,Phenes
MIDORI16S,Arthropoda,Insecta,Odonata,Petaluridae,Tachopteryx
MIDORI16S,Arthropoda,Insecta,Odonata,Petaluridae,Tanypteryx
MIDORI16S,Arthropoda,Insecta,Odonata,Petaluridae,Uropetala
MIDORI16S,Arthropoda,Insecta,Odonata,Philogeniidae,Archaeopodagrion
BOLD,Arthropoda,Insecta,Odonata,Philogeniidae,Philogenia
MIDORI16S,Arthropoda,Insecta,Odonata,Philosinidae,Philosina
BOLD,Arthropoda,Insecta,Odonata,Platycnemididae,Allocnemis
MIDORI16S,Arthropoda,Insecta,Odonata,Platycnemididae,Arabicnemis
BOLD,Arthropoda,Insecta,Odonata,Platycnemididae,Arrhenocnemis
MIDORI16S,Arthropoda,Insecta,Odonata,Platycnemididae,Calicnemia
BOLD,Arthropoda,Insecta,Odonata,Platycnemididae,Coeliccia
BOLD,Arthropoda,Insecta,Odonata,Platycnemididae,Copera
MIDORI16S,Arthropoda,Insecta,Odonata,Platycnemididae,Cyanocnemis
BOLD,Arthropoda,Insecta,Odonata,Platycnemididae,Disparoneura
BOLD,Arthropoda,Insecta,Odonata,Platycnemididae,Elattoneura
BOLD,Arthropoda,Insecta,Odonata,Platycnemididae,Esme
MIDORI16S,Arthropoda,Insecta,Odonata,Platycnemididae,Idiocnemis
BOLD,Arthropoda,Insecta,Odonata,Platycnemididae,Igneocnemis
MIDORI16S,Arthropoda,Insecta,Odonata,Platycnemididae,Indocnemis
MIDORI16S,Arthropoda,Insecta,Odonata,Platycnemididae,Lochmaeocnemis
MIDORI16S,Arthropoda,Insecta,Odonata,Platycnemididae,Matticnemis
MIDORI16S,Arthropoda,Insecta,Odonata,Platycnemididae,Mesocnemis
MIDORI16S,Arthropoda,Insecta,Odonata,Platycnemididae,Metacnemis
MIDORI16S,Arthropoda,Insecta,Odonata,Platycnemididae,Onychargia
MIDORI16S,Arthropoda,Insecta,Odonata,Platycnemididae,Palaiargia
MIDORI16S,Arthropoda,Insecta,Odonata,Platycnemididae,Paracnemis
MIDORI16S,Arthropoda,Insecta,Odonata,Platycnemididae,Paramecocnemis
BOLD,Arthropoda,Insecta,Odonata,Platycnemididae,Platycnemis
BOLD,Arthropoda,Insecta,Odonata,Platycnemididae,Prodasineura
BOLD,Arthropoda,Insecta,Odonata,Platycnemididae,Proplatycnemis
BOLD,Arthropoda,Insecta,Odonata,Platycnemididae,Pseudocopera
MIDORI16S,Arthropoda,Insecta,Odonata,Platycnemididae,Risiocnemis
MIDORI16S,Arthropoda,Insecta,Odonata,Platycnemididae,Spesbona
MIDORI16S,Arthropoda,Insecta,Odonata,Platycnemididae,Stenocnemis
MIDORI16S,Arthropoda,Insecta,Odonata,Platycnemididae,Torrenticnemis
BOLD,Arthropoda,Insecta,Odonata,Platystictidae,Ceylonosticta
BOLD,Arthropoda,Insecta,Odonata,Platystictidae,Drepanosticta
MIDORI16S,Arthropoda,Insecta,Odonata,Platystictidae,Indosticta
BOLD,Arthropoda,Insecta,Odonata,Platystictidae,Palaemnema
MIDORI16S,Arthropoda,Insecta,Odonata,Platystictidae,Platysticta
MIDORI16S,Arthropoda,Insecta,Odonata,Platystictidae,Protosticta
MIDORI16S,Arthropoda,Insecta,Odonata,Platystictidae,Sinosticta
MIDORI16S,Arthropoda,Insecta,Odonata,Platystictidae,Telosticta
MIDORI16S,Arthropoda,Insecta,Odonata,Polythoridae,Chalcopteryx
MIDORI16S,Arthropoda,Insecta,Odonata,Polythoridae,Chalcothore
MIDORI16S,Arthropoda,Insecta,Odonata,Polythoridae,Cora
MIDORI16S,Arthropoda,Insecta,Odonata,Polythoridae,Euthore
BOLD,Arthropoda,Insecta,Odonata,Polythoridae,Miocora
BOLD,Arthropoda,Insecta,Odonata,Polythoridae,Polythore
MIDORI16S,Arthropoda,Insecta,Odonata,Protoneuridae,Drepanoneura
MIDORI16S,Arthropoda,Insecta,Odonata,Protoneuridae,Epipleoneura
BOLD,Arthropoda,Insecta,Odonata,Protoneuridae,Forcepsioneura
MIDORI16S,Arthropoda,Insecta,Odonata,Protoneuridae,Idioneura
MIDORI16S,Arthropoda,Insecta,Odonata,Protoneuridae,Nososticta
MIDORI16S,Arthropoda,Insecta,Odonata,Protoneuridae,Phylloneura
BOLD,Arthropoda,Insecta,Odonata,Pseudolestidae,Pseudolestes
MIDORI16S,Arthropoda,Insecta,Odonata,Pseudostigmatidae,Mecistogaster
MIDORI16S,Arthropoda,Insecta,Odonata,Pseudostigmatidae,Microstigma
MIDORI16S,Arthropoda,Insecta,Odonata,Pseudostigmatidae,Platystigma
MIDORI16S,Arthropoda,Insecta,Odonata,Pseudostigmatidae,Pseudostigma
BOLD,Arthropoda,Insecta,Odonata,Synlestidae,Chlorolestes
MIDORI16S,Arthropoda,Insecta,Odonata,Synlestidae,Chorismagrion
MIDORI16S,Arthropoda,Insecta,Odonata,Synlestidae,Ecchlorolestes
MIDORI16S,Arthropoda,Insecta,Odonata,Synlestidae,Episynlestes
MIDORI16S,Arthropoda,Insecta,Odonata,Synlestidae,Megalestes
MIDORI16S,Arthropoda,Insecta,Odonata,Synlestidae,Nubiolestes
BOLD,Arthropoda,Insecta,Odonata,Synlestidae,Synlestes
MIDORI16S,Arthropoda,Insecta,Odonata,Synthemistidae,Archaeosynthemis
BOLD,Arthropoda,Insecta,Odonata,Synthemistidae,Choristhemis
MIDORI16S,Arthropoda,Insecta,Odonata,Synthemistidae,Eusynthemis
BOLD,Arthropoda,Insecta,Odonata,Synthemistidae,Idionyx
BOLD,Arthropoda,Insecta,Odonata,Synthemistidae,Macromidia
MIDORI16S,Arthropoda,Insecta,Odonata,Synthemistidae,Synthemiopsis
MIDORI16S,Arthropoda,Insecta,Odonata,Synthemistidae,Synthemis
MIDORI16S,Arthropoda,Insecta,Odonata,Thaumatoneuridae,Agriomorpha
BOLD,Arthropoda,Insecta,Odonata,Thaumatoneuridae,Burmargiolestes
BOLD,Arthropoda,Insecta,Odonata,Thaumatoneuridae,Rhipidolestes
MIDORI16S,Arthropoda,Insecta,Odonata,Thaumatoneuridae,Thaumatoneura
BOLD,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshnidae
BOLD,Arthropoda,Insecta,Odonata,Amphipterygidae,Amphipterygidae
MIDORI16S,Arthropoda,Insecta,Odonata,Amphyipterygidae,Amphyipterygidae
MIDORI16S,Arthropoda,Insecta,Odonata,Argiolestidae,Argiolestidae
MIDORI16S,Arthropoda,Insecta,Odonata,Austropetaliidae,Austropetaliidae
MIDORI16S,Arthropoda,Insecta,Odonata,Calopterygidae,Calopterygidae
BOLD,Arthropoda,Insecta,Odonata,Chlorocyphidae,Chlorocyphidae
BOLD,Arthropoda,Insecta,Odonata,Chlorogomphidae,Chlorogomphidae
BOLD,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrionidae
BOLD,Arthropoda,Insecta,Odonata,Cordulegastridae,Cordulegastridae
MIDORI16S,Arthropoda,Insecta,Odonata,Corduliidae,Corduliidae
BOLD,Arthropoda,Insecta,Odonata,Devadattidae,Devadattidae
BOLD,Arthropoda,Insecta,Odonata,Dicteriadidae,Dicteriadidae
MIDORI16S,Arthropoda,Insecta,Odonata,Diphlebiidae,Diphlebiidae
MIDORI16S,Arthropoda,Insecta,Odonata,Epiophlebiidae,Epiophlebiidae
BOLD,Arthropoda,Insecta,Odonata,Euphaeidae,Euphaeidae
BOLD,Arthropoda,Insecta,Odonata,Gomphidae,Gomphidae
BOLD,Arthropoda,Insecta,Odonata,Heteragrionidae,Heteragrionidae
MIDORI16S,Arthropoda,Insecta,Odonata,Isostictidae,Isostictidae
BOLD,Arthropoda,Insecta,Odonata,Lestidae,Lestidae
MIDORI16S,Arthropoda,Insecta,Odonata,Lestoideidae,Lestoideidae
BOLD,Arthropoda,Insecta,Odonata,Libellulidae,Libellulidae
MIDORI16S,Arthropoda,Insecta,Odonata,Macromiidae,Macromiidae
BOLD,Arthropoda,Insecta,Odonata,Megapodagrionidae,Megapodagrionidae
MIDORI16S,Arthropoda,Insecta,Odonata,Neopetaliidae,Neopetaliidae
BOLD,Arthropoda,Insecta,Odonata,Pentaphlebiidae,Pentaphlebiidae
MIDORI16S,Arthropoda,Insecta,Odonata,Perilestidae,Perilestidae
BOLD,Arthropoda,Insecta,Odonata,Petaluridae,Petaluridae
MIDORI16S,Arthropoda,Insecta,Odonata,Philogeniidae,Philogeniidae
MIDORI16S,Arthropoda,Insecta,Odonata,Philosinidae,Philosinidae
BOLD,Arthropoda,Insecta,Odonata,Platycnemididae,Platycnemididae
BOLD,Arthropoda,Insecta,Odonata,Platystictidae,Platystictidae
MIDORI16S,Arthropoda,Insecta,Odonata,Polythoridae,Polythoridae
MIDORI16S,Arthropoda,Insecta,Odonata,Protoneuridae,Protoneuridae
BOLD,Arthropoda,Insecta,Odonata,Pseudolestidae,Pseudolestidae
MIDORI16S,Arthropoda,Insecta,Odonata,Pseudostigmatidae,Pseudostigmatidae
BOLD,Arthropoda,Insecta,Odonata,Synlestidae,Synlestidae
MIDORI16S,Arthropoda,Insecta,Odonata,Synthemistidae,Synthemistidae
MIDORI16S,Arthropoda,Insecta,Odonata,Thaumatoneuridae,Thaumatoneuridae
BOLD,Mollusca,Cephalopoda,Oegopsida,Ancistrocheiridae,Ancistrocheirus
BOLD,Mollusca,Cephalopoda,Oegopsida,Architeuthidae,Architeuthis
BOLD,Mollusca,Cephalopoda,Oegopsida,Batoteuthidae,Batoteuthis
BOLD,Mollusca,Cephalopoda,Oegopsida,Brachioteuthidae,Brachioteuthis
BOLD,Mollusca,Cephalopoda,Oegopsida,Brachioteuthidae,Slosarczykovia
BOLD,Mollusca,Cephalopoda,Oegopsida,Chiroteuthidae,Asperoteuthis
BOLD,Mollusca,Cephalopoda,Oegopsida,Chiroteuthidae,Chiroteuthis
BOLD,Mollusca,Cephalopoda,Oegopsida,Chiroteuthidae,Grimalditeuthis
BOLD,Mollusca,Cephalopoda,Oegopsida,Chiroteuthidae,Planctoteuthis
BOLD,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Cranchia
BOLD,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Galiteuthis
BOLD,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Helicocranchia
BOLD,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Leachia
BOLD,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Liocranchia
BOLD,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Megalocranchia
BOLD,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Mesonychoteuthis
BOLD,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Sandalops
BOLD,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Taonius
BOLD,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Teuthowenia
BOLD,Mollusca,Cephalopoda,Oegopsida,Cycloteuthidae,Cycloteuthis
BOLD,Mollusca,Cephalopoda,Oegopsida,Cycloteuthidae,Discoteuthis
